URL,no of '.',special char,url length,susp_words,same_tld,htp_count,brand_name_location,data:uri,phpOrEmpty,#hyperlinks,empty_link,fake links,empty_links_ratio,errorLinks,redirect_links,class
"https://supporttrack.org/chase/home.php?public/enroll/identifyuser-aspx-lob=rbglogon=mtmxmte4odk1oa==mtmxmte4odk1oa==&amp;session=mtmxmte4odk1oa==mtmxmte4odk1oa==
com/",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
https://share-oreoo-51.com/,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
https://raerk.com/,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"https://poste-it-up.blogspot.be/
com/",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://playarprint.com/,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
https://picasonaturals.com/,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
